student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
4249,25,Other,Undergraduate,3.29,0.71,0.44,5.75,4.19,6.97,9.26,2,361,Yes,Yes,Poor,71.12,46.67,14.88,90.0,53.58
4250,17,Other,Postgraduate,2.62,2.07,1.63,4.66,1.44,8.14,9.44,70,61,No,No,Excellent,72.93,28.92,11.91,12.97,62.55
4251,22,Other,Postgraduate,1.65,5.78,2.98,2.07,2.0,7.33,9.61,17,276,No,No,Average,70.85,70.78,10.77,31.42,80.95
4252,17,Other,Undergraduate,6.35,3.27,1.38,2.79,2.2,6.5,2.71,13,331,Yes,No,Good,31.99,33.29,85.82,55.52,68.0
4253,21,Female,Postgraduate,2.18,3.74,1.73,0.1,3.7,5.93,2.79,30,387,No,Yes,Average,98.94,46.83,59.56,8.0,44.34
4254,23,Female,High School,7.99,4.09,1.49,1.36,3.26,4.82,5.06,11,6,Yes,Yes,Excellent,24.47,15.56,26.26,18.5,9.9
4255,23,Other,Postgraduate,1.83,1.38,1.7,4.71,0.91,4.77,6.49,73,214,Yes,Yes,Excellent,96.26,54.18,57.19,90.06,16.76
4256,20,Female,Undergraduate,5.52,1.43,3.86,0.44,3.07,8.89,5.51,73,80,Yes,Yes,Poor,85.13,40.58,44.71,59.49,77.6
4257,21,Male,Postgraduate,2.31,2.38,4.69,5.12,0.39,5.71,2.42,27,103,No,Yes,Poor,70.56,94.76,30.73,31.72,71.06
4258,21,Male,High School,6.38,2.15,1.23,5.98,4.05,7.22,2.83,22,200,Yes,Yes,Poor,11.16,17.39,57.89,28.59,67.17
4259,25,Male,Undergraduate,3.56,2.53,3.13,4.6,4.42,8.58,2.88,71,83,Yes,No,Good,66.55,56.64,17.13,97.3,82.79
4260,23,Male,Postgraduate,3.33,4.2,4.71,3.86,1.99,8.99,3.64,102,300,No,Yes,Excellent,1.51,34.89,47.04,16.49,94.13
4261,22,Other,Postgraduate,5.65,0.66,4.35,4.97,4.2,8.66,2.9,31,158,Yes,No,Average,11.2,22.76,39.24,48.45,54.16
4262,20,Male,Postgraduate,1.49,2.43,0.18,2.93,4.1,6.75,6.17,46,46,Yes,No,Poor,4.34,47.24,4.95,55.26,66.38
4263,20,Male,High School,5.93,1.67,0.36,1.13,2.98,6.47,4.17,64,74,Yes,Yes,Average,1.16,63.71,99.87,79.28,96.2
4264,25,Other,Undergraduate,5.79,4.89,4.17,0.82,4.64,7.34,4.36,66,286,No,Yes,Poor,34.79,87.09,78.69,29.64,69.65
4265,19,Male,Postgraduate,5.37,3.04,0.3,5.19,4.28,5.54,8.95,36,389,No,No,Poor,15.52,85.75,40.09,36.33,40.35
4266,23,Male,Undergraduate,4.42,5.51,1.97,3.41,4.44,6.86,7.05,50,221,Yes,Yes,Poor,75.27,56.07,77.81,96.1,95.67
4267,22,Female,Postgraduate,7.5,4.13,3.46,2.66,2.1,8.49,5.23,75,40,Yes,Yes,Average,1.16,69.64,35.18,36.85,30.45
4268,19,Male,Undergraduate,6.78,4.13,1.31,1.24,4.19,8.59,8.27,50,140,No,No,Poor,35.5,85.8,6.59,77.98,73.69
4269,19,Male,High School,4.84,5.24,1.95,5.83,0.13,8.59,3.21,77,105,Yes,No,Excellent,48.36,40.57,8.17,10.1,65.24
4270,25,Other,High School,4.57,4.68,4.36,5.72,0.64,6.96,6.49,41,54,Yes,No,Average,19.6,97.5,60.26,6.92,6.22
4271,22,Other,Postgraduate,2.06,0.94,2.29,5.02,1.31,6.48,9.48,58,227,Yes,Yes,Excellent,15.22,68.5,35.94,65.93,32.69
4272,23,Male,High School,6.43,2.74,3.5,4.0,2.11,5.96,3.57,106,216,Yes,No,Excellent,21.81,34.68,27.72,60.46,49.32
4273,22,Male,High School,1.65,3.79,1.09,0.52,1.66,4.78,4.58,0,284,No,Yes,Excellent,72.73,5.79,59.47,82.66,19.27
4274,18,Male,Postgraduate,7.47,0.73,1.99,3.14,4.61,5.06,4.03,5,288,No,Yes,Good,93.42,10.32,4.37,38.78,29.09
4275,23,Female,Postgraduate,6.91,1.43,3.43,2.08,1.84,5.13,7.43,99,181,Yes,No,Poor,67.36,14.55,32.77,70.59,80.93
4276,24,Male,Postgraduate,7.14,1.18,0.68,3.78,4.02,4.02,8.75,94,18,No,Yes,Good,74.37,34.93,75.83,36.51,58.8
4277,17,Male,Postgraduate,3.62,3.01,2.03,5.17,1.88,7.49,9.0,56,352,Yes,Yes,Excellent,52.48,58.9,87.33,63.14,24.38
4278,18,Male,Undergraduate,1.48,2.77,0.93,5.02,2.82,5.16,4.65,23,370,Yes,No,Excellent,95.13,70.49,46.36,41.36,7.52
4279,23,Male,High School,0.98,0.95,4.65,1.38,2.65,4.77,7.57,52,229,No,No,Excellent,28.92,51.55,89.3,15.63,0.3
4280,25,Other,High School,4.91,2.12,2.42,0.11,3.33,8.21,5.32,51,299,Yes,No,Excellent,53.99,36.89,14.65,68.16,65.62
4281,24,Female,Undergraduate,4.59,2.17,3.35,3.34,2.7,5.12,2.39,54,109,Yes,No,Excellent,41.2,95.03,17.48,43.55,16.2
4282,25,Male,Undergraduate,5.02,5.46,0.85,5.22,0.77,7.38,4.55,88,62,Yes,No,Average,5.42,42.29,80.64,43.89,1.4
4283,19,Other,Postgraduate,6.98,3.41,3.55,3.1,2.69,8.1,2.17,63,31,No,Yes,Excellent,33.0,56.42,78.84,91.25,20.24
4284,23,Other,High School,7.06,0.88,4.55,2.39,0.37,5.24,3.37,70,256,Yes,Yes,Average,98.23,9.45,47.94,31.95,72.07
4285,24,Male,Undergraduate,0.91,3.16,3.52,3.19,2.39,7.55,3.18,112,192,No,Yes,Good,44.44,77.67,20.73,39.53,32.0
4286,18,Female,High School,4.29,0.53,0.01,1.48,3.29,5.13,4.79,114,183,Yes,No,Average,11.55,80.75,3.42,1.84,14.74
4287,25,Other,High School,7.57,0.52,3.34,5.42,1.99,7.73,3.47,81,190,Yes,No,Excellent,43.38,4.41,48.42,25.87,48.8
4288,20,Male,Undergraduate,2.36,3.11,2.72,0.02,0.8,4.01,6.47,43,23,Yes,Yes,Poor,8.56,24.76,70.01,98.98,30.55
4289,25,Other,Postgraduate,6.53,4.03,1.16,1.5,4.17,6.83,7.89,76,317,No,Yes,Poor,2.8,62.35,91.98,6.71,33.3
4290,25,Female,Undergraduate,5.59,3.6,1.87,2.24,4.34,8.79,9.54,23,166,Yes,Yes,Poor,30.54,39.26,79.96,64.13,1.41
4291,25,Male,High School,1.02,3.74,3.56,1.72,2.05,5.65,7.9,87,169,Yes,Yes,Average,56.4,35.55,75.68,50.1,88.1
4292,25,Female,Undergraduate,6.33,3.92,0.03,3.56,2.66,4.13,7.35,25,14,No,Yes,Excellent,61.06,45.82,76.62,0.47,8.56
4293,22,Other,Postgraduate,5.17,4.02,0.22,1.89,2.62,4.4,6.14,67,11,No,No,Average,82.54,30.82,94.0,56.11,46.78
4294,19,Other,Undergraduate,6.66,2.49,0.34,0.38,0.05,6.97,4.93,11,271,No,Yes,Good,86.55,95.98,86.69,22.9,94.02
4295,21,Other,High School,7.78,1.41,0.47,5.89,3.68,4.42,9.97,25,349,No,Yes,Average,76.52,30.85,92.87,20.52,13.55
4296,25,Female,Undergraduate,3.45,3.01,2.77,5.4,1.96,7.65,7.51,16,314,Yes,No,Good,32.85,38.04,1.04,52.52,61.96
4297,19,Male,High School,4.09,1.25,1.86,3.87,0.87,5.45,9.9,23,28,No,Yes,Good,16.9,75.35,29.65,69.39,87.11
4298,19,Other,Postgraduate,1.53,5.48,0.24,4.69,0.31,7.95,7.98,96,23,No,Yes,Good,25.48,1.41,44.63,79.45,62.0
4299,18,Male,Postgraduate,4.61,2.23,4.61,1.16,1.98,4.06,3.12,50,118,Yes,No,Good,7.79,31.93,82.28,8.8,32.09
4300,17,Male,Undergraduate,1.16,0.5,4.8,5.3,3.36,5.51,6.78,90,208,Yes,Yes,Good,54.6,35.88,0.85,91.31,19.86
4301,19,Female,Undergraduate,5.26,1.26,3.21,5.59,0.74,6.57,4.86,15,163,No,No,Excellent,31.56,46.81,67.75,34.18,10.15
4302,21,Female,High School,5.71,4.26,4.77,2.24,4.31,8.54,6.93,119,318,Yes,No,Poor,19.65,44.24,91.83,84.98,74.48
4303,21,Female,Undergraduate,4.72,5.71,4.17,3.48,4.54,4.19,8.28,30,276,Yes,No,Average,27.51,74.3,19.21,5.48,12.76
4304,17,Male,High School,5.75,5.59,1.75,0.08,4.62,4.68,2.73,21,251,Yes,Yes,Poor,21.23,34.11,4.72,65.16,44.07
4305,20,Male,Undergraduate,4.52,3.02,4.81,0.57,3.78,8.56,9.85,25,349,Yes,No,Average,26.86,84.64,19.48,9.18,30.87
4306,25,Other,Undergraduate,5.66,3.53,0.85,0.87,0.14,7.25,6.65,4,214,Yes,No,Average,99.32,82.96,5.24,75.14,52.39
4307,20,Male,High School,5.17,1.04,3.5,0.54,1.49,5.05,9.22,41,57,Yes,No,Excellent,5.63,96.97,85.29,60.83,92.21
4308,25,Male,Undergraduate,6.31,1.99,2.21,3.26,2.58,7.54,9.92,59,290,No,Yes,Excellent,86.31,65.95,85.14,96.47,79.81
4309,22,Female,Postgraduate,3.83,3.15,4.2,5.59,1.75,8.82,7.2,16,44,No,Yes,Good,1.88,95.53,46.4,63.24,76.54
4310,18,Male,Undergraduate,7.87,4.91,0.51,4.93,3.91,5.2,8.68,69,163,Yes,Yes,Poor,96.18,13.2,76.07,93.44,70.32
4311,20,Male,Postgraduate,4.98,3.07,1.85,0.82,1.71,6.27,4.05,56,142,No,Yes,Excellent,35.21,65.82,52.24,63.19,45.06
4312,19,Male,High School,2.89,3.68,3.87,2.46,0.21,7.05,4.26,72,160,No,No,Good,23.52,47.13,55.61,49.14,65.68
4313,19,Other,Undergraduate,4.56,2.02,0.99,5.21,4.44,4.8,7.26,67,232,Yes,No,Average,75.2,24.4,51.28,62.23,20.22
4314,19,Female,Postgraduate,0.96,5.37,4.73,2.42,0.08,6.72,6.61,9,17,Yes,No,Poor,73.72,3.33,19.77,72.17,55.81
4315,18,Male,Postgraduate,5.37,2.78,4.03,5.12,1.69,6.83,8.41,1,174,Yes,Yes,Poor,34.99,76.99,16.48,42.73,51.8
4316,23,Other,High School,5.57,2.94,2.53,5.32,4.59,7.68,5.63,9,381,No,Yes,Average,14.66,33.43,10.93,68.63,39.38
4317,24,Other,Undergraduate,6.63,0.75,1.73,3.06,4.69,7.0,4.7,91,239,Yes,No,Excellent,87.7,60.37,39.09,76.27,70.99
4318,22,Other,Undergraduate,1.14,4.29,1.02,2.05,2.27,7.63,4.81,50,203,No,No,Poor,11.99,60.33,32.51,76.02,6.96
4319,18,Male,Undergraduate,4.0,5.97,4.06,3.03,2.69,7.85,4.07,33,55,Yes,Yes,Poor,45.36,6.28,89.68,15.55,49.98
4320,24,Other,High School,6.79,2.15,3.36,4.14,2.09,8.14,6.53,47,29,No,No,Good,18.16,43.39,53.65,32.66,61.09
4321,23,Male,High School,3.59,5.36,1.44,3.45,3.51,7.56,6.59,40,118,Yes,No,Good,13.65,48.52,6.74,76.9,78.78
4322,21,Other,Undergraduate,3.6,3.33,3.64,4.16,2.94,6.75,6.88,56,39,Yes,Yes,Excellent,90.76,13.37,28.01,17.16,26.32
4323,19,Male,Undergraduate,7.8,0.82,2.55,1.94,0.53,5.8,5.31,56,295,Yes,Yes,Good,97.94,67.26,6.65,7.95,20.45
4324,23,Other,High School,3.19,3.24,1.53,5.35,1.56,7.88,2.74,102,379,Yes,No,Excellent,25.91,83.79,45.68,34.44,78.93
4325,18,Other,Undergraduate,0.81,0.57,2.49,3.79,2.29,8.78,5.44,41,255,Yes,Yes,Poor,6.86,81.11,59.67,14.73,52.06
4326,25,Female,Postgraduate,7.09,2.46,2.89,0.91,0.85,7.42,6.97,81,160,No,No,Poor,24.75,15.93,50.98,21.47,72.7
4327,25,Other,Undergraduate,0.7,4.56,3.98,3.03,3.84,5.56,6.9,16,204,No,Yes,Average,45.54,25.74,70.75,16.88,95.22
4328,19,Female,Postgraduate,1.73,0.91,3.87,5.28,1.66,8.48,7.97,57,265,Yes,Yes,Excellent,46.23,46.88,88.52,7.51,53.84
4329,25,Other,Postgraduate,6.16,2.96,1.96,2.82,1.0,5.49,9.11,9,180,Yes,No,Average,77.78,64.62,3.39,23.15,54.56
4330,22,Female,Postgraduate,7.55,5.4,1.2,2.38,0.11,8.62,6.78,3,275,No,No,Poor,99.9,80.73,37.52,31.16,52.36
4331,20,Other,Undergraduate,2.74,4.43,0.29,2.8,2.1,8.07,9.35,64,25,Yes,No,Poor,95.38,51.52,87.85,96.29,72.56
4332,24,Other,High School,6.82,2.79,4.84,4.78,2.43,4.03,3.21,98,76,No,Yes,Poor,57.16,62.17,75.08,91.84,32.17
4333,23,Female,High School,6.95,4.02,2.33,2.68,4.43,8.76,9.37,24,111,No,Yes,Poor,42.42,8.55,35.81,46.27,86.43
4334,19,Male,Undergraduate,7.18,4.23,2.17,2.33,3.82,4.85,7.75,32,359,No,Yes,Good,32.0,77.06,34.21,30.69,2.47
4335,24,Female,Postgraduate,5.22,2.5,4.74,4.66,1.55,4.21,4.79,74,0,No,No,Poor,84.1,51.81,47.35,61.89,21.75
4336,19,Other,Undergraduate,0.86,4.86,0.31,4.47,3.8,6.59,7.02,33,68,Yes,Yes,Poor,88.1,96.35,94.95,27.5,40.24
4337,23,Other,Postgraduate,3.07,2.64,4.32,0.13,3.49,8.97,8.88,110,201,No,Yes,Average,13.29,57.69,51.09,48.52,76.88
4338,22,Female,Postgraduate,1.66,4.77,1.48,5.31,1.26,6.8,6.28,24,273,Yes,No,Poor,8.72,98.29,99.29,96.41,82.37
4339,24,Male,Postgraduate,3.16,5.88,4.31,4.15,0.63,8.75,5.37,32,128,Yes,Yes,Average,41.36,17.15,78.24,95.77,17.2
4340,17,Other,Undergraduate,5.52,5.65,1.66,3.98,2.93,4.03,6.64,75,232,Yes,Yes,Average,54.46,72.86,70.33,1.28,22.11
4341,20,Male,Postgraduate,2.62,1.3,0.78,2.71,1.71,6.79,8.76,97,115,Yes,Yes,Average,47.81,28.04,64.4,99.15,82.28
4342,24,Other,Postgraduate,5.37,0.91,1.97,5.33,0.44,4.49,4.57,112,215,Yes,No,Excellent,55.61,62.73,84.04,82.98,94.41
4343,22,Male,High School,6.18,2.89,2.11,0.18,1.25,4.15,8.09,39,56,No,No,Poor,67.24,63.89,77.89,81.48,82.34
4344,25,Female,High School,1.29,0.82,2.5,5.85,0.29,8.09,9.36,35,0,Yes,No,Average,55.96,48.97,76.18,37.97,71.96
4345,22,Other,Undergraduate,2.71,2.06,2.34,3.59,1.03,6.03,9.16,73,286,Yes,No,Poor,7.0,0.64,84.5,33.22,98.39
4346,17,Other,Postgraduate,5.85,0.66,1.69,3.69,4.32,7.05,9.43,60,360,Yes,No,Average,74.2,94.56,15.11,19.35,57.46
4347,19,Female,Postgraduate,5.13,2.73,4.92,3.91,3.36,5.63,4.0,80,101,Yes,Yes,Average,31.35,11.0,66.77,63.52,35.84
4348,18,Male,High School,3.49,1.06,0.62,1.65,1.45,6.91,9.58,62,347,No,No,Good,15.47,89.44,3.72,89.6,79.49
4349,20,Other,High School,2.81,5.16,3.71,3.86,1.03,5.86,6.99,20,218,No,No,Good,54.85,98.7,77.9,49.27,79.91
4350,20,Male,Undergraduate,2.1,1.02,3.87,5.15,0.77,8.93,2.78,37,10,No,No,Excellent,11.97,69.16,66.15,90.98,68.71
4351,25,Female,Undergraduate,3.86,2.55,4.8,4.67,4.28,4.68,6.89,73,244,No,Yes,Excellent,42.37,72.68,84.13,56.95,46.1
4352,25,Female,Postgraduate,7.77,5.36,2.51,2.6,0.87,4.14,2.28,101,47,No,No,Poor,51.45,51.1,98.3,25.09,75.81
4353,20,Other,Postgraduate,6.7,4.24,1.85,2.6,3.1,7.19,8.88,91,97,No,Yes,Good,5.81,47.15,36.57,72.04,96.18
4354,22,Female,Undergraduate,2.28,4.16,2.91,5.56,4.21,6.73,6.27,48,383,Yes,Yes,Average,0.27,73.52,17.34,29.13,73.06
4355,25,Female,Undergraduate,3.91,1.45,1.02,4.51,0.01,5.62,2.97,35,345,Yes,Yes,Good,14.21,1.18,28.36,44.92,76.17
4356,19,Male,High School,7.12,2.66,4.93,0.08,2.21,7.37,2.6,66,169,Yes,No,Poor,21.59,86.85,85.08,31.74,46.35
4357,19,Female,High School,5.16,3.55,2.53,1.43,3.56,8.28,8.88,43,108,No,No,Excellent,8.09,88.86,49.21,4.35,72.12
4358,24,Female,High School,5.51,2.57,4.94,2.2,0.95,6.4,9.3,77,342,Yes,Yes,Average,73.16,8.6,39.83,67.28,46.95
4359,20,Female,High School,7.3,0.68,4.8,4.8,0.33,6.29,9.47,87,208,No,Yes,Poor,45.15,83.34,6.7,60.11,9.69
4360,25,Male,High School,1.46,2.15,2.34,2.58,4.11,6.95,9.33,101,381,Yes,Yes,Poor,32.09,48.74,20.46,85.07,31.11
4361,18,Female,Undergraduate,7.54,1.56,0.81,3.88,2.71,7.98,9.95,106,323,No,No,Good,39.99,0.35,35.82,14.86,85.98
4362,25,Male,High School,4.59,1.73,3.4,5.52,0.48,8.42,6.96,109,30,No,No,Poor,10.63,6.94,26.06,38.82,43.27
4363,20,Other,High School,3.56,1.5,1.95,3.8,1.1,7.37,8.19,115,81,Yes,Yes,Average,95.33,95.26,28.6,66.96,43.76
4364,25,Other,Undergraduate,1.62,2.0,4.93,4.7,0.64,8.16,3.56,50,149,No,Yes,Excellent,7.92,68.91,79.67,97.92,16.03
4365,22,Other,Undergraduate,6.38,3.94,2.04,5.55,4.9,6.78,2.75,83,12,Yes,No,Poor,91.42,82.74,5.2,6.87,12.78
4366,24,Female,High School,7.13,2.87,2.0,0.6,1.7,7.39,5.82,73,34,Yes,Yes,Average,1.41,5.12,40.34,46.68,69.55
4367,22,Male,Undergraduate,7.11,4.35,2.22,0.33,3.82,7.97,5.2,0,146,No,No,Poor,33.99,90.98,25.4,76.88,47.88
4368,19,Other,Undergraduate,7.37,2.13,0.44,2.03,2.83,6.59,4.69,74,83,No,No,Good,42.32,48.76,19.29,29.52,73.16
4369,18,Other,High School,4.42,1.24,4.05,0.94,0.66,7.48,5.62,41,350,No,Yes,Poor,28.2,6.47,41.83,57.44,91.7
4370,18,Female,Postgraduate,3.32,4.9,4.9,0.85,1.17,4.79,6.42,15,259,No,No,Good,10.6,12.0,64.77,9.26,6.88
4371,21,Other,Undergraduate,1.5,4.06,2.99,0.92,2.03,5.79,6.12,2,59,No,Yes,Poor,77.09,80.78,79.75,79.12,20.32
4372,18,Female,Undergraduate,5.43,5.19,2.01,3.36,0.37,5.82,9.61,33,199,No,Yes,Good,77.57,27.97,9.66,77.44,7.17
4373,22,Other,Undergraduate,7.54,3.77,3.29,1.83,3.21,6.63,2.49,70,130,Yes,No,Excellent,17.77,44.22,94.9,71.88,16.77
4374,24,Other,High School,3.28,1.23,2.39,4.39,4.21,6.43,7.1,88,164,Yes,No,Poor,32.17,67.26,15.85,16.87,48.18
4375,22,Other,High School,7.76,4.98,2.72,2.52,3.05,6.28,3.96,99,51,Yes,No,Poor,76.74,34.41,60.54,32.2,15.4
4376,22,Male,High School,3.41,3.82,1.23,4.0,1.77,8.28,2.3,119,301,No,No,Excellent,54.43,96.75,90.12,22.72,76.36
4377,23,Female,Undergraduate,5.8,1.1,3.22,5.94,3.69,7.11,2.43,63,149,No,No,Average,42.88,14.46,62.04,35.26,52.0
4378,18,Other,Undergraduate,5.89,0.77,3.3,1.09,3.31,5.03,4.24,60,186,Yes,No,Good,27.95,84.24,61.95,62.86,28.92
4379,17,Female,High School,1.72,4.5,4.87,1.43,2.5,8.72,7.09,29,319,No,Yes,Poor,58.1,52.52,45.59,42.29,62.04
4380,18,Other,Undergraduate,2.23,2.62,0.68,2.91,0.54,6.48,5.26,65,201,Yes,Yes,Good,8.31,25.07,26.74,74.18,72.96
4381,24,Male,Undergraduate,1.86,2.47,0.04,4.21,2.8,7.32,8.97,57,2,No,No,Excellent,41.36,16.44,93.32,86.81,35.69
4382,17,Female,Postgraduate,4.98,2.69,0.66,5.73,3.13,8.08,3.51,11,179,No,Yes,Average,28.9,81.43,58.6,43.79,14.75
4383,21,Other,High School,1.54,4.75,2.48,4.79,0.11,8.91,2.33,5,333,Yes,No,Good,2.28,16.65,66.02,95.52,40.3
4384,20,Female,Undergraduate,1.63,5.01,2.03,0.86,2.83,4.73,7.23,14,66,No,Yes,Average,84.99,89.4,73.73,62.36,76.89
4385,17,Male,Undergraduate,7.77,0.84,0.83,1.48,3.95,6.75,9.55,85,343,Yes,No,Average,67.43,14.08,86.81,14.34,28.49
4386,24,Other,Postgraduate,3.4,1.04,2.64,0.7,4.08,6.92,6.77,69,330,Yes,Yes,Excellent,20.55,58.1,96.57,91.22,29.35
4387,17,Male,Postgraduate,3.96,3.54,1.93,1.21,4.88,5.04,8.26,82,241,No,No,Poor,66.7,17.7,7.37,23.1,37.78
4388,20,Female,High School,3.25,3.94,0.44,4.29,0.57,6.5,8.73,11,310,No,No,Average,15.08,42.7,8.02,35.86,34.15
4389,19,Female,Undergraduate,7.44,3.51,3.13,5.6,1.26,6.12,4.07,76,341,Yes,No,Average,7.23,85.49,0.47,27.94,69.24
4390,25,Female,Postgraduate,2.23,4.83,2.82,0.28,3.17,4.83,7.03,17,141,Yes,Yes,Poor,94.62,68.15,72.12,57.26,95.94
4391,17,Male,Postgraduate,1.39,4.25,2.77,5.21,0.38,6.94,5.51,109,116,Yes,No,Excellent,22.76,61.01,93.52,21.74,28.52
4392,21,Female,Undergraduate,1.41,3.8,1.62,1.84,1.8,7.85,8.98,99,313,No,No,Good,40.02,65.59,3.35,10.34,63.78
4393,23,Male,Postgraduate,3.75,4.83,0.71,0.08,4.88,8.72,6.38,91,283,Yes,Yes,Good,48.68,6.2,34.02,95.52,47.06
4394,21,Other,High School,5.48,5.16,1.47,3.31,2.07,7.2,6.51,108,127,Yes,No,Average,87.4,29.97,47.62,61.42,22.01
4395,25,Male,Undergraduate,4.76,4.88,2.83,5.9,3.63,7.48,6.86,25,128,Yes,No,Good,17.98,45.32,43.84,87.67,18.88
4396,21,Other,Undergraduate,3.82,2.41,2.34,1.78,2.77,4.92,7.07,46,222,Yes,No,Good,1.93,57.56,23.96,50.83,55.52
4397,17,Female,High School,3.09,5.36,2.26,0.69,2.93,6.68,6.84,98,278,Yes,No,Average,63.77,37.14,21.53,68.0,81.81
4398,17,Female,Postgraduate,5.24,1.95,4.6,0.47,1.23,6.17,5.3,106,219,No,No,Excellent,99.95,26.33,71.33,22.04,31.51
4399,18,Other,Undergraduate,6.83,2.41,1.91,2.42,3.9,8.84,5.3,2,172,No,Yes,Average,25.81,45.74,9.48,93.49,63.36
4400,23,Female,Undergraduate,6.05,5.87,0.19,0.71,2.38,8.46,4.46,21,38,No,No,Average,3.63,53.57,22.37,29.87,65.17
4401,22,Male,Postgraduate,4.59,5.2,0.52,3.03,3.27,7.6,7.12,0,218,Yes,Yes,Excellent,72.96,98.25,99.12,35.74,8.69
4402,17,Other,Undergraduate,6.05,4.35,2.68,3.9,3.75,8.03,4.21,74,333,No,Yes,Excellent,15.61,49.66,30.15,7.69,55.63
4403,25,Male,High School,2.44,0.78,4.58,1.04,0.75,5.47,5.13,56,117,Yes,Yes,Average,97.16,11.04,14.16,71.92,2.94
4404,21,Female,Undergraduate,7.75,4.59,3.48,0.45,4.24,4.75,2.81,103,364,Yes,No,Good,5.04,88.9,7.6,5.02,78.4
4405,19,Other,High School,6.04,3.7,3.28,0.5,1.39,6.69,9.06,34,264,Yes,No,Excellent,60.6,99.31,79.79,92.45,11.79
4406,25,Other,Undergraduate,5.65,5.62,1.63,1.08,3.17,6.57,9.08,33,386,No,Yes,Poor,35.78,95.17,13.05,70.71,52.09
4407,17,Female,High School,7.75,1.07,0.91,2.53,1.98,8.84,3.33,71,56,No,No,Good,7.02,43.53,62.87,90.46,96.91
4408,17,Female,Undergraduate,4.44,1.73,3.24,5.64,0.56,6.45,9.84,91,61,Yes,No,Excellent,66.27,58.5,71.74,45.02,59.08
4409,20,Male,High School,2.12,3.23,2.0,5.8,4.06,6.14,7.72,42,308,No,Yes,Average,63.25,31.76,3.13,30.6,34.78
4410,17,Male,Undergraduate,2.26,2.17,1.13,2.6,0.03,7.18,2.99,56,5,No,No,Good,78.08,8.02,10.7,61.31,5.45
4411,24,Other,High School,2.36,5.55,2.26,5.82,0.54,4.14,3.79,4,152,Yes,Yes,Poor,98.47,62.14,32.43,23.28,36.88
4412,22,Male,Undergraduate,3.81,3.09,4.28,3.71,3.6,4.24,6.85,93,228,No,No,Poor,0.25,99.37,57.25,69.01,80.54
4413,21,Female,Postgraduate,6.62,1.12,3.11,3.99,3.18,6.42,6.97,85,107,Yes,Yes,Excellent,48.85,83.73,68.49,90.63,10.9
4414,25,Female,Undergraduate,7.46,2.03,4.06,3.15,1.53,5.59,9.37,1,114,No,Yes,Average,49.42,83.34,10.41,61.64,43.06
4415,22,Other,Undergraduate,7.84,4.84,0.5,5.19,0.68,5.45,2.91,96,113,Yes,Yes,Excellent,14.12,69.67,38.09,10.81,35.8
4416,18,Other,Postgraduate,2.2,2.68,2.44,2.66,0.73,7.56,5.95,114,159,No,No,Poor,1.96,32.74,99.59,86.19,0.96
4417,24,Other,High School,4.64,2.28,2.1,1.82,4.98,8.98,3.04,76,192,No,Yes,Average,64.96,93.43,83.83,16.39,28.05
4418,25,Other,Postgraduate,4.26,1.49,4.44,4.22,2.92,7.74,6.48,89,169,No,Yes,Good,53.76,39.03,2.9,0.6,11.08
4419,20,Male,Undergraduate,6.74,5.29,0.83,2.76,1.62,7.66,4.06,106,224,No,No,Average,57.84,54.53,83.42,26.72,61.17
4420,17,Female,High School,5.98,2.12,0.05,1.8,2.74,4.44,7.33,39,327,No,No,Poor,65.21,34.18,78.25,42.74,7.91
4421,18,Male,Undergraduate,5.39,5.46,4.15,2.27,2.13,8.92,3.68,85,129,Yes,Yes,Poor,19.78,28.65,32.0,48.62,29.6
4422,24,Female,Undergraduate,7.49,3.53,2.73,1.32,0.52,5.24,2.36,103,305,Yes,Yes,Excellent,69.06,93.21,29.17,59.77,53.1
4423,17,Female,High School,2.1,1.75,3.0,1.5,4.77,8.89,5.29,16,369,No,No,Poor,72.7,18.67,74.4,2.46,41.02
4424,17,Female,Undergraduate,7.16,2.16,2.09,1.09,3.82,6.56,9.83,72,68,No,Yes,Poor,42.63,90.77,53.23,65.67,7.58
4425,22,Other,High School,1.56,3.03,1.18,2.24,4.66,5.05,9.0,108,343,Yes,Yes,Poor,83.52,21.79,22.96,86.85,17.68
4426,21,Female,High School,7.77,4.02,4.42,3.6,1.37,7.54,7.09,59,174,Yes,Yes,Poor,56.85,84.99,61.66,90.57,93.3
4427,18,Female,Undergraduate,2.23,5.29,2.1,2.01,1.81,7.65,7.88,23,226,Yes,Yes,Excellent,79.6,30.04,57.55,66.59,20.6
4428,18,Female,High School,2.42,0.58,4.09,4.7,2.39,6.56,9.29,117,50,No,Yes,Excellent,29.66,3.54,98.24,9.78,47.58
4429,21,Other,Undergraduate,2.43,1.35,1.03,1.38,3.24,7.89,7.12,104,17,No,No,Average,70.15,58.65,94.28,48.75,94.83
4430,21,Other,Undergraduate,4.98,3.27,0.78,2.93,4.85,7.13,8.54,81,132,No,Yes,Excellent,27.04,74.32,39.35,79.65,17.68
4431,20,Male,Undergraduate,2.61,2.26,2.02,5.22,0.53,6.89,9.41,64,5,No,No,Poor,34.83,57.6,8.79,87.55,68.25
